protein1 protein2 combined_score
9606.ENSP00000011653 9606.ENSP00000364898 981
9606.ENSP00000011653 9606.ENSP00000292301 909
9606.ENSP00000011653 9606.ENSP00000497102 955
9606.ENSP00000011653 9606.ENSP00000228434 948
9606.ENSP00000011653 9606.ENSP00000300692 982
9606.ENSP00000011653 9606.ENSP00000408146 960
9606.ENSP00000011653 9606.ENSP00000226730 975
9606.ENSP00000011653 9606.ENSP00000263645 982
9606.ENSP00000011653 9606.ENSP00000264832 969
9606.ENSP00000011653 9606.ENSP00000216225 914
9606.ENSP00000011653 9606.ENSP00000498227 931
9606.ENSP00000011653 9606.ENSP00000229829 934
9606.ENSP00000011653 9606.ENSP00000304915 931
9606.ENSP00000011653 9606.ENSP00000364080 951
9606.ENSP00000011653 9606.ENSP00000295756 942
9606.ENSP00000011653 9606.ENSP00000331172 980
9606.ENSP00000011653 9606.ENSP00000365380 979
9606.ENSP00000011653 9606.ENSP00000496959 943
9606.ENSP00000011653 9606.ENSP00000177694 947
9606.ENSP00000011653 9606.ENSP00000220809 942
9606.ENSP00000011653 9606.ENSP00000296545 917
9606.ENSP00000011653 9606.ENSP00000346839 916
9606.ENSP00000011653 9606.ENSP00000482259 939
9606.ENSP00000011653 9606.ENSP00000342681 997
9606.ENSP00000011653 9606.ENSP00000292174 909
9606.ENSP00000011653 9606.ENSP00000326804 944
9606.ENSP00000011653 9606.ENSP00000264972 995
9606.ENSP00000011653 9606.ENSP00000385675 966
9606.ENSP00000011653 9606.ENSP00000231449 970
9606.ENSP00000011653 9606.ENSP00000363976 960
9606.ENSP00000011653 9606.ENSP00000302935 998
9606.ENSP00000011653 9606.ENSP00000353099 994
9606.ENSP00000011653 9606.ENSP00000339398 982
9606.ENSP00000011653 9606.ENSP00000497968 972
9606.ENSP00000011653 9606.ENSP00000266557 931
9606.ENSP00000012443 9606.ENSP00000351908 970
9606.ENSP00000012443 9606.ENSP00000286788 917
9606.ENSP00000012443 9606.ENSP00000351646 962
9606.ENSP00000012443 9606.ENSP00000329915 901
9606.ENSP00000012443 9606.ENSP00000299300 908
9606.ENSP00000012443 9606.ENSP00000377958 926
9606.ENSP00000012443 9606.ENSP00000258091 908
9606.ENSP00000012443 9606.ENSP00000482075 985
9606.ENSP00000012443 9606.ENSP00000419060 979
9606.ENSP00000012443 9606.ENSP00000317334 917
9606.ENSP00000012443 9606.ENSP00000295688 911
9606.ENSP00000012443 9606.ENSP00000335153 997
9606.ENSP00000012443 9606.ENSP00000327191 905
9606.ENSP00000012443 9606.ENSP00000222005 995
9606.ENSP00000012443 9606.ENSP00000360609 997
9606.ENSP00000012443 9606.ENSP00000298552 958
9606.ENSP00000012443 9606.ENSP00000280326 908
9606.ENSP00000012443 9606.ENSP00000362041 909
9606.ENSP00000012443 9606.ENSP00000325919 901
9606.ENSP00000012443 9606.ENSP00000275603 913
9606.ENSP00000013125 9606.ENSP00000376345 926
9606.ENSP00000013222 9606.ENSP00000403644 942
9606.ENSP00000013222 9606.ENSP00000430950 913
9606.ENSP00000013222 9606.ENSP00000367309 950
9606.ENSP00000013222 9606.ENSP00000250615 912
9606.ENSP00000013222 9606.ENSP00000443432 942
9606.ENSP00000013222 9606.ENSP00000340684 930
9606.ENSP00000013222 9606.ENSP00000411613 912
9606.ENSP00000013807 9606.ENSP00000375809 996
9606.ENSP00000013807 9606.ENSP00000351284 974
9606.ENSP00000013807 9606.ENSP00000265038 977
9606.ENSP00000013807 9606.ENSP00000360682 926
9606.ENSP00000013807 9606.ENSP00000382218 900
9606.ENSP00000013807 9606.ENSP00000383042 907
9606.ENSP00000013807 9606.ENSP00000262241 901
9606.ENSP00000013807 9606.ENSP00000267430 933
9606.ENSP00000013807 9606.ENSP00000421491 962
9606.ENSP00000013807 9606.ENSP00000498881 997
9606.ENSP00000013807 9606.ENSP00000285021 994
9606.ENSP00000013807 9606.ENSP00000493712 908
9606.ENSP00000013807 9606.ENSP00000484288 966
9606.ENSP00000013807 9606.ENSP00000233146 992
9606.ENSP00000013807 9606.ENSP00000310520 999
9606.ENSP00000013807 9606.ENSP00000364270 999
9606.ENSP00000013807 9606.ENSP00000375978 982
9606.ENSP00000013807 9606.ENSP00000285398 994
9606.ENSP00000013807 9606.ENSP00000262887 967
9606.ENSP00000013807 9606.ENSP00000352257 972
9606.ENSP00000013807 9606.ENSP00000265081 950
9606.ENSP00000013807 9606.ENSP00000234420 974
9606.ENSP00000013807 9606.ENSP00000305480 946
9606.ENSP00000013807 9606.ENSP00000472445 953
9606.ENSP00000013807 9606.ENSP00000310842 907
9606.ENSP00000013807 9606.ENSP00000350708 998
9606.ENSP00000013807 9606.ENSP00000367527 943
9606.ENSP00000013807 9606.ENSP00000251303 994
9606.ENSP00000013807 9606.ENSP00000307853 998
9606.ENSP00000013807 9606.ENSP00000310008 900
9606.ENSP00000013807 9606.ENSP00000278616 975
9606.ENSP00000013807 9606.ENSP00000313420 958
9606.ENSP00000013807 9606.ENSP00000348089 926
9606.ENSP00000013807 9606.ENSP00000349313 943
9606.ENSP00000013807 9606.ENSP00000398824 938
9606.ENSP00000013807 9606.ENSP00000300145 912
9606.ENSP00000013807 9606.ENSP00000359300 971
9606.ENSP00000013807 9606.ENSP00000491742 955
9606.ENSP00000013807 9606.ENSP00000287647 951
9606.ENSP00000013807 9606.ENSP00000376952 931
9606.ENSP00000013807 9606.ENSP00000418960 930
9606.ENSP00000013807 9606.ENSP00000294008 999
9606.ENSP00000014930 9606.ENSP00000341821 983
9606.ENSP00000016171 9606.ENSP00000306397 978
9606.ENSP00000016171 9606.ENSP00000354876 991
9606.ENSP00000016171 9606.ENSP00000361042 992
9606.ENSP00000016171 9606.ENSP00000444433 976
9606.ENSP00000016171 9606.ENSP00000317159 961
9606.ENSP00000016171 9606.ENSP00000255390 980
9606.ENSP00000016171 9606.ENSP00000261643 999
9606.ENSP00000016171 9606.ENSP00000466818 931
9606.ENSP00000016171 9606.ENSP00000354982 994
9606.ENSP00000016171 9606.ENSP00000354499 992
9606.ENSP00000016171 9606.ENSP00000397881 914
9606.ENSP00000016171 9606.ENSP00000317780 941
9606.ENSP00000016171 9606.ENSP00000413908 942
9606.ENSP00000016171 9606.ENSP00000299335 931
9606.ENSP00000016913 9606.ENSP00000499123 915
9606.ENSP00000016913 9606.ENSP00000300182 931
9606.ENSP00000017003 9606.ENSP00000346298 920
9606.ENSP00000017003 9606.ENSP00000376345 918
9606.ENSP00000017003 9606.ENSP00000261381 953
9606.ENSP00000017003 9606.ENSP00000029410 979
9606.ENSP00000019103 9606.ENSP00000360141 993
9606.ENSP00000019103 9606.ENSP00000356213 964
9606.ENSP00000019103 9606.ENSP00000176195 999
9606.ENSP00000019103 9606.ENSP00000334448 907
9606.ENSP00000019103 9606.ENSP00000367872 959
9606.ENSP00000019103 9606.ENSP00000409126 967
9606.ENSP00000019103 9606.ENSP00000462647 906
9606.ENSP00000020945 9606.ENSP00000362649 924
9606.ENSP00000020945 9606.ENSP00000269305 915
9606.ENSP00000020945 9606.ENSP00000261769 929
9606.ENSP00000020945 9606.ENSP00000245479 910
9606.ENSP00000020945 9606.ENSP00000242261 952
9606.ENSP00000020945 9606.ENSP00000383042 974
9606.ENSP00000023064 9606.ENSP00000367123 988
9606.ENSP00000023064 9606.ENSP00000260649 999
9606.ENSP00000025008 9606.ENSP00000355231 999
9606.ENSP00000025008 9606.ENSP00000378914 999
9606.ENSP00000025008 9606.ENSP00000037243 953
9606.ENSP00000025008 9606.ENSP00000380638 977
9606.ENSP00000025008 9606.ENSP00000324560 999
9606.ENSP00000025008 9606.ENSP00000403400 999
9606.ENSP00000025008 9606.ENSP00000358072 970
9606.ENSP00000025008 9606.ENSP00000374455 914
9606.ENSP00000025008 9606.ENSP00000346437 915
9606.ENSP00000025008 9606.ENSP00000343479 909
9606.ENSP00000025008 9606.ENSP00000341189 994
9606.ENSP00000025008 9606.ENSP00000269305 984
9606.ENSP00000025008 9606.ENSP00000425107 989
9606.ENSP00000025008 9606.ENSP00000375873 999
9606.ENSP00000025008 9606.ENSP00000488361 954
9606.ENSP00000025008 9606.ENSP00000482753 983
9606.ENSP00000025008 9606.ENSP00000288828 930
9606.ENSP00000025008 9606.ENSP00000306866 970
9606.ENSP00000025008 9606.ENSP00000326340 961
9606.ENSP00000025008 9606.ENSP00000247178 999
9606.ENSP00000025008 9606.ENSP00000368022 969
9606.ENSP00000025008 9606.ENSP00000262039 989
9606.ENSP00000025008 9606.ENSP00000277746 999
9606.ENSP00000025008 9606.ENSP00000398523 999
9606.ENSP00000025008 9606.ENSP00000411256 967
9606.ENSP00000025008 9606.ENSP00000354558 982
9606.ENSP00000025008 9606.ENSP00000375711 962
9606.ENSP00000025008 9606.ENSP00000282185 949
9606.ENSP00000025008 9606.ENSP00000351908 912
9606.ENSP00000025008 9606.ENSP00000349205 986
9606.ENSP00000025008 9606.ENSP00000338990 999
9606.ENSP00000025008 9606.ENSP00000432412 999
9606.ENSP00000025008 9606.ENSP00000283290 936
9606.ENSP00000025008 9606.ENSP00000307272 979
9606.ENSP00000025301 9606.ENSP00000309591 939
9606.ENSP00000025301 9606.ENSP00000359719 948
9606.ENSP00000026218 9606.ENSP00000420037 999
9606.ENSP00000026218 9606.ENSP00000216452 999
9606.ENSP00000026218 9606.ENSP00000356702 999
9606.ENSP00000026218 9606.ENSP00000322181 999
9606.ENSP00000026218 9606.ENSP00000369820 999
9606.ENSP00000026218 9606.ENSP00000432688 999
9606.ENSP00000026218 9606.ENSP00000225609 996
9606.ENSP00000027335 9606.ENSP00000307134 991
9606.ENSP00000027335 9606.ENSP00000211998 990
9606.ENSP00000027335 9606.ENSP00000457421 995
9606.ENSP00000027335 9606.ENSP00000347379 949
9606.ENSP00000027335 9606.ENSP00000369129 927
9606.ENSP00000027335 9606.ENSP00000263923 991
9606.ENSP00000027335 9606.ENSP00000326366 925
9606.ENSP00000027335 9606.ENSP00000382004 999
9606.ENSP00000027335 9606.ENSP00000384638 927
9606.ENSP00000027335 9606.ENSP00000304669 983
9606.ENSP00000027335 9606.ENSP00000264025 992
9606.ENSP00000027335 9606.ENSP00000495360 999
9606.ENSP00000027335 9606.ENSP00000266551 929
9606.ENSP00000027335 9606.ENSP00000348416 950
9606.ENSP00000029410 9606.ENSP00000017003 979
9606.ENSP00000029410 9606.ENSP00000261381 978
9606.ENSP00000029410 9606.ENSP00000368496 988
9606.ENSP00000035307 9606.ENSP00000363590 936
9606.ENSP00000035307 9606.ENSP00000411816 933
9606.ENSP00000037243 9606.ENSP00000389913 901
9606.ENSP00000037243 9606.ENSP00000288828 940
9606.ENSP00000037243 9606.ENSP00000329507 979
9606.ENSP00000037243 9606.ENSP00000306866 964
9606.ENSP00000037243 9606.ENSP00000480836 972
9606.ENSP00000037243 9606.ENSP00000025008 953
9606.ENSP00000037243 9606.ENSP00000296755 905
9606.ENSP00000037243 9606.ENSP00000425107 999
9606.ENSP00000037243 9606.ENSP00000359719 938
9606.ENSP00000037243 9606.ENSP00000488361 953
9606.ENSP00000037243 9606.ENSP00000375873 990
9606.ENSP00000037243 9606.ENSP00000374455 999
9606.ENSP00000037243 9606.ENSP00000343479 999
9606.ENSP00000037243 9606.ENSP00000300231 923
9606.ENSP00000037243 9606.ENSP00000346437 999
9606.ENSP00000037243 9606.ENSP00000212015 974
9606.ENSP00000037243 9606.ENSP00000311318 993
9606.ENSP00000037243 9606.ENSP00000402935 927
9606.ENSP00000037243 9606.ENSP00000358072 999
9606.ENSP00000037243 9606.ENSP00000303511 923
9606.ENSP00000037243 9606.ENSP00000288774 953
9606.ENSP00000037243 9606.ENSP00000357625 997
9606.ENSP00000037243 9606.ENSP00000367284 986
9606.ENSP00000037243 9606.ENSP00000357876 946
9606.ENSP00000037243 9606.ENSP00000324560 997
9606.ENSP00000037243 9606.ENSP00000448182 983
9606.ENSP00000037243 9606.ENSP00000355231 992
9606.ENSP00000037243 9606.ENSP00000379612 985
9606.ENSP00000037243 9606.ENSP00000378914 936
9606.ENSP00000037243 9606.ENSP00000322159 990
9606.ENSP00000037243 9606.ENSP00000304642 932
9606.ENSP00000037243 9606.ENSP00000432412 987
9606.ENSP00000037243 9606.ENSP00000366488 937
9606.ENSP00000037243 9606.ENSP00000283290 999
9606.ENSP00000037243 9606.ENSP00000309591 938
9606.ENSP00000037243 9606.ENSP00000370003 999
9606.ENSP00000037243 9606.ENSP00000361306 995
9606.ENSP00000037243 9606.ENSP00000221543 972
9606.ENSP00000037243 9606.ENSP00000349205 912
9606.ENSP00000037243 9606.ENSP00000384259 999
9606.ENSP00000037243 9606.ENSP00000282185 937
9606.ENSP00000037243 9606.ENSP00000398523 996
9606.ENSP00000037243 9606.ENSP00000363943 974
9606.ENSP00000037243 9606.ENSP00000411256 952
9606.ENSP00000037243 9606.ENSP00000365962 982
9606.ENSP00000037243 9606.ENSP00000348565 994
9606.ENSP00000037243 9606.ENSP00000247178 994
9606.ENSP00000037243 9606.ENSP00000262039 984
9606.ENSP00000037243 9606.ENSP00000368022 998
9606.ENSP00000037502 9606.ENSP00000478561 944
9606.ENSP00000037502 9606.ENSP00000368022 950
9606.ENSP00000037502 9606.ENSP00000423067 969
9606.ENSP00000037502 9606.ENSP00000325527 909
9606.ENSP00000037502 9606.ENSP00000345192 963
9606.ENSP00000039007 9606.ENSP00000349446 993
9606.ENSP00000039007 9606.ENSP00000384296 966
9606.ENSP00000039007 9606.ENSP00000261783 993
9606.ENSP00000039007 9606.ENSP00000293404 977
9606.ENSP00000039007 9606.ENSP00000410833 984
9606.ENSP00000039007 9606.ENSP00000477999 923
9606.ENSP00000039007 9606.ENSP00000327251 922
9606.ENSP00000039007 9606.ENSP00000264705 975
9606.ENSP00000039007 9606.ENSP00000297494 923
9606.ENSP00000039007 9606.ENSP00000361471 999
9606.ENSP00000039007 9606.ENSP00000357838 989
9606.ENSP00000039007 9606.ENSP00000402608 998
9606.ENSP00000039007 9606.ENSP00000307188 963
9606.ENSP00000040663 9606.ENSP00000333666 909
9606.ENSP00000040663 9606.ENSP00000273920 975
9606.ENSP00000040663 9606.ENSP00000494373 991
9606.ENSP00000040663 9606.ENSP00000379133 992
9606.ENSP00000040738 9606.ENSP00000390475 928
9606.ENSP00000040738 9606.ENSP00000262519 927
9606.ENSP00000040738 9606.ENSP00000264515 915
9606.ENSP00000043402 9606.ENSP00000247271 993
9606.ENSP00000043402 9606.ENSP00000172229 998
9606.ENSP00000043402 9606.ENSP00000337838 999
9606.ENSP00000043402 9606.ENSP00000347451 995
9606.ENSP00000043402 9606.ENSP00000300060 996
9606.ENSP00000043402 9606.ENSP00000376048 999
9606.ENSP00000043402 9606.ENSP00000371693 994
9606.ENSP00000044462 9606.ENSP00000216802 990
9606.ENSP00000044462 9606.ENSP00000441543 966
9606.ENSP00000044462 9606.ENSP00000215071 999
9606.ENSP00000044462 9606.ENSP00000484998 999
9606.ENSP00000044462 9606.ENSP00000483688 999
9606.ENSP00000044462 9606.ENSP00000370222 999
9606.ENSP00000044462 9606.ENSP00000263256 994
9606.ENSP00000044462 9606.ENSP00000216455 999
9606.ENSP00000044462 9606.ENSP00000261303 999
9606.ENSP00000044462 9606.ENSP00000364016 999
9606.ENSP00000044462 9606.ENSP00000386541 999
9606.ENSP00000044462 9606.ENSP00000363993 999
9606.ENSP00000044462 9606.ENSP00000309474 999
9606.ENSP00000044462 9606.ENSP00000362334 999
9606.ENSP00000044462 9606.ENSP00000315602 939
9606.ENSP00000044462 9606.ENSP00000271308 999
9606.ENSP00000044462 9606.ENSP00000261751 938
9606.ENSP00000044462 9606.ENSP00000257787 927
9606.ENSP00000044462 9606.ENSP00000310129 999
9606.ENSP00000044462 9606.ENSP00000311121 995
9606.ENSP00000044462 9606.ENSP00000219313 999
9606.ENSP00000044462 9606.ENSP00000262193 999
9606.ENSP00000044462 9606.ENSP00000396937 998
9606.ENSP00000044462 9606.ENSP00000261479 999
9606.ENSP00000044462 9606.ENSP00000299565 946
9606.ENSP00000044462 9606.ENSP00000272317 978
9606.ENSP00000044462 9606.ENSP00000348442 999
9606.ENSP00000044462 9606.ENSP00000357292 995
9606.ENSP00000044462 9606.ENSP00000414359 999
9606.ENSP00000044462 9606.ENSP00000270586 999
9606.ENSP00000044462 9606.ENSP00000372155 992
9606.ENSP00000044462 9606.ENSP00000478877 978
9606.ENSP00000044462 9606.ENSP00000290541 999
9606.ENSP00000044462 9606.ENSP00000355325 999
9606.ENSP00000044462 9606.ENSP00000418695 999
9606.ENSP00000044462 9606.ENSP00000259457 999
9606.ENSP00000044462 9606.ENSP00000356421 998
9606.ENSP00000044462 9606.ENSP00000338039 982
9606.ENSP00000044462 9606.ENSP00000351314 995
9606.ENSP00000044462 9606.ENSP00000478771 970
9606.ENSP00000044462 9606.ENSP00000325919 971
9606.ENSP00000044462 9606.ENSP00000264639 998
9606.ENSP00000044462 9606.ENSP00000261601 996
9606.ENSP00000044462 9606.ENSP00000223321 999
9606.ENSP00000044462 9606.ENSP00000357876 999
9606.ENSP00000044462 9606.ENSP00000391211 999
9606.ENSP00000044462 9606.ENSP00000359910 999
9606.ENSP00000044462 9606.ENSP00000481029 999
9606.ENSP00000044462 9606.ENSP00000157812 999
9606.ENSP00000044462 9606.ENSP00000310572 999
9606.ENSP00000044462 9606.ENSP00000384211 992
9606.ENSP00000044462 9606.ENSP00000388107 943
9606.ENSP00000044462 9606.ENSP00000261712 999
9606.ENSP00000046794 9606.ENSP00000378845 999
9606.ENSP00000046794 9606.ENSP00000398655 999
9606.ENSP00000046794 9606.ENSP00000354782 941
9606.ENSP00000046794 9606.ENSP00000346671 993
9606.ENSP00000046794 9606.ENSP00000262629 960
9606.ENSP00000046794 9606.ENSP00000233154 977
9606.ENSP00000046794 9606.ENSP00000356231 977
9606.ENSP00000046794 9606.ENSP00000477713 999
9606.ENSP00000046794 9606.ENSP00000370912 917
9606.ENSP00000046794 9606.ENSP00000465039 933
9606.ENSP00000046794 9606.ENSP00000489597 948
9606.ENSP00000046794 9606.ENSP00000339186 999
9606.ENSP00000046794 9606.ENSP00000359073 999
9606.ENSP00000046794 9606.ENSP00000323280 905
9606.ENSP00000046794 9606.ENSP00000391592 978
9606.ENSP00000046794 9606.ENSP00000428924 967
9606.ENSP00000046794 9606.ENSP00000411355 935
9606.ENSP00000046794 9606.ENSP00000472929 999
9606.ENSP00000046794 9606.ENSP00000250559 926
9606.ENSP00000046794 9606.ENSP00000244007 999
9606.ENSP00000046794 9606.ENSP00000300692 907
9606.ENSP00000046794 9606.ENSP00000224337 991
9606.ENSP00000046794 9606.ENSP00000376345 999
9606.ENSP00000046794 9606.ENSP00000493623 999
9606.ENSP00000046794 9606.ENSP00000482457 998
9606.ENSP00000046794 9606.ENSP00000384675 931
9606.ENSP00000046794 9606.ENSP00000358723 925
9606.ENSP00000046794 9606.ENSP00000364898 999
9606.ENSP00000046794 9606.ENSP00000401303 945
9606.ENSP00000046794 9606.ENSP00000483570 999
9606.ENSP00000046794 9606.ENSP00000417273 999
9606.ENSP00000046794 9606.ENSP00000264972 999
9606.ENSP00000046794 9606.ENSP00000284154 971
9606.ENSP00000046794 9606.ENSP00000362680 969
9606.ENSP00000046794 9606.ENSP00000401470 917
9606.ENSP00000046794 9606.ENSP00000264033 981
9606.ENSP00000046794 9606.ENSP00000338171 987
9606.ENSP00000046794 9606.ENSP00000360916 995
9606.ENSP00000046794 9606.ENSP00000365891 979
9606.ENSP00000052754 9606.ENSP00000267843 954
9606.ENSP00000052754 9606.ENSP00000387356 962
9606.ENSP00000052754 9606.ENSP00000269571 958
9606.ENSP00000052754 9606.ENSP00000363089 988
9606.ENSP00000052754 9606.ENSP00000364685 954
9606.ENSP00000052754 9606.ENSP00000265077 981
9606.ENSP00000052754 9606.ENSP00000311697 905
9606.ENSP00000052754 9606.ENSP00000321797 936
9606.ENSP00000052754 9606.ENSP00000325527 912
9606.ENSP00000052754 9606.ENSP00000275493 999
9606.ENSP00000052754 9606.ENSP00000226218 945
9606.ENSP00000052754 9606.ENSP00000352414 905
9606.ENSP00000052754 9606.ENSP00000370542 935
9606.ENSP00000052754 9606.ENSP00000215530 940
9606.ENSP00000052754 9606.ENSP00000266718 978
9606.ENSP00000052754 9606.ENSP00000342235 922
9606.ENSP00000052754 9606.ENSP00000371790 937
9606.ENSP00000052754 9606.ENSP00000221930 999
9606.ENSP00000052754 9606.ENSP00000356954 939
9606.ENSP00000052754 9606.ENSP00000346839 996
9606.ENSP00000052754 9606.ENSP00000231061 905
9606.ENSP00000052754 9606.ENSP00000274625 937
9606.ENSP00000052754 9606.ENSP00000327336 989
9606.ENSP00000052754 9606.ENSP00000260010 990
9606.ENSP00000052754 9606.ENSP00000228837 936
9606.ENSP00000052754 9606.ENSP00000263923 931
9606.ENSP00000052754 9606.ENSP00000297268 930
9606.ENSP00000052754 9606.ENSP00000180166 938
9606.ENSP00000052754 9606.ENSP00000265171 917
9606.ENSP00000052754 9606.ENSP00000334122 936
9606.ENSP00000052754 9606.ENSP00000361626 989
9606.ENSP00000052754 9606.ENSP00000317272 986
9606.ENSP00000052754 9606.ENSP00000304408 935
9606.ENSP00000052754 9606.ENSP00000267101 913
9606.ENSP00000052754 9606.ENSP00000398698 900
9606.ENSP00000052754 9606.ENSP00000228251 991
9606.ENSP00000052754 9606.ENSP00000168712 936
9606.ENSP00000052754 9606.ENSP00000351807 993
9606.ENSP00000052754 9606.ENSP00000347041 938
9606.ENSP00000052754 9606.ENSP00000297848 937
9606.ENSP00000052754 9606.ENSP00000478600 964
9606.ENSP00000052754 9606.ENSP00000225964 923
9606.ENSP00000052754 9606.ENSP00000363827 986
9606.ENSP00000052754 9606.ENSP00000238682 961
9606.ENSP00000052754 9606.ENSP00000376637 989
9606.ENSP00000052754 9606.ENSP00000399324 938
9606.ENSP00000052754 9606.ENSP00000264664 943
9606.ENSP00000053243 9606.ENSP00000343505 997
9606.ENSP00000053243 9606.ENSP00000261652 975
9606.ENSP00000053243 9606.ENSP00000365048 999
9606.ENSP00000053243 9606.ENSP00000291232 944
9606.ENSP00000053243 9606.ENSP00000303920 999
9606.ENSP00000053468 9606.ENSP00000320184 993
9606.ENSP00000053468 9606.ENSP00000463784 905
9606.ENSP00000053468 9606.ENSP00000388107 951
9606.ENSP00000053468 9606.ENSP00000369757 976
9606.ENSP00000053468 9606.ENSP00000276585 986
9606.ENSP00000053468 9606.ENSP00000352706 954
9606.ENSP00000053468 9606.ENSP00000466010 983
9606.ENSP00000053468 9606.ENSP00000341885 959
9606.ENSP00000053468 9606.ENSP00000363999 906
9606.ENSP00000053468 9606.ENSP00000318158 997
9606.ENSP00000053468 9606.ENSP00000288937 998
9606.ENSP00000053468 9606.ENSP00000379888 974
9606.ENSP00000053468 9606.ENSP00000418082 982
9606.ENSP00000053468 9606.ENSP00000492441 920
9606.ENSP00000053468 9606.ENSP00000382250 999
